27
ALA 0 0
ARG 5 729
N CA CB CG
CA CB CG CD
CB CG CD NE
CG CD NE CZ
CD NE CZ NH1
-55.8 -72.2 150.0
-55.8 -72.2 180.0
-55.8 -72.2 -150.0
-55.8 -72.2 -120.0
-55.8 -72.2 -90.0
-55.8 -72.2 -60.0
-55.8 -72.2 -30.0
-77.2 -26.7 0.0
-77.2 -26.7 30.0
-77.2 -26.7 60.0
-77.2 -26.7 90.0
-77.2 -26.7 120.0
-77.2 -26.7 150.0
-77.2 -26.7 180.0
-77.2 -26.7 -150.0
-77.2 -26.7 -120.0
-77.2 -26.7 -90.0
-77.2 -26.7 -60.0
-77.2 -26.7 -30.0
-77.2 -16.7 0.0
-77.2 -16.7 30.0
-77.2 -16.7 60.0
-77.2 -16.7 90.0
-77.2 -16.7 120.0
-77.2 -16.7 150.0
-77.2 -16.7 180.0
-77.2 -16.7 -150.0
-77.2 -16.7 -120.0
-77.2 -16.7 -90.0
-77.2 -16.7 -60.0
-77.2 -16.7 -30.0
-77.2 -6.7 0.0
-77.2 -6.7 30.0
-77.2 -6.7 60.0
-77.2 -6.7 90.0
-77.2 -6.7 120.0
-77.2 -6.7 150.0
-77.2 -6.7 180.0
-77.2 -6.7 -150.0
-77.2 -6.7 -120.0
-77.2 -6.7 -90.0
-77.2 -6.7 -60.0
-77.2 -6.7 -30.0
-67.2 -26.7 0.0
-67.2 -26.7 30.0
-67.2 -26.7 60.0
-67.2 -26.7 90.0
-67.2 -26.7 120.0
-67.2 -26.7 150.0
-67.2 -26.7 180.0
-67.2 -26.7 -150.0
-67.2 -26.7 -120.0
-67.2 -26.7 -90.0
-67.2 -26.7 -60.0
-67.2 -26.7 -30.0
-67.2 -16.7 0.0
-67.2 -16.7 30.0
-67.2 -16.7 60.0
-67.2 -16.7 90.0
-67.2 -16.7 120.0
-67.2 -16.7 150.0
-67.2 -16.7 180.0
-67.2 -16.7 -150.0
-67.2 -16.7 -120.0
-67.2 -16.7 -90.0
-67.2 -16.7 -60.0
-67.2 -16.7 -30.0
-67.2 -6.7 0.0
-67.2 -6.7 30.0
-67.2 -6.7 60.0
-67.2 -6.7 90.0
-67.2 -6.7 120.0
-67.2 -6.7 150.0
-67.2 -6.7 180.0
-67.2 -6.7 -150.0
-67.2 -6.7 -120.0
-67.2 -6.7 -90.0
-67.2 -6.7 -60.0
-67.2 -6.7 -30.0
-57.2 -26.7 0.0
-57.2 -26.7 30.0
-57.2 -26.7 60.0
-57.2 -26.7 90.0
-57.2 -26.7 120.0
-57.2 -26.7 150.0
-57.2 -26.7 180.0
-57.2 -26.7 -150.0
-57.2 -26.7 -120.0
-57.2 -26.7 -90.0
-57.2 -26.7 -60.0
-57.2 -26.7 -30.0
-57.2 -16.7 0.0
-57.2 -16.7 30.0
-57.2 -16.7 60.0
-57.2 -16.7 90.0
-57.2 -16.7 120.0
-57.2 -16.7 150.0
-57.2 -16.7 180.0
-57.2 -16.7 -150.0
-57.2 -16.7 -120.0
-57.2 -16.7 -90.0
-57.2 -16.7 -60.0
-57.2 -16.7 -30.0
-57.2 -6.7 0.0
-57.2 -6.7 30.0
-57.2 -6.7 60.0
-57.2 -6.7 90.0
-57.2 -6.7 120.0
-57.2 -6.7 150.0
-57.2 -6.7 180.0
-57.2 -6.7 -150.0
-57.2 -6.7 -120.0
-57.2 -6.7 -90.0
-57.2 -6.7 -60.0
-57.2 -6.7 -30.0
VAL 1 9
N CA CB CG1
55.5
65.5
75.5
165.9
175.9
-174.1
-71.7
-61.7
-51.7
